CRASH_RECORD_ID,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,TRAFFIC_CONTROL_DEVICE_FACTORISED,DEVICE_CONDITION_FACTORISED
455,1/1/2024 2:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,1,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,9500,S,STONY ISLAND AVE,511,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,7,12,41.72225727,-87.58527557,POINT (-87.585275565077 41.722257273006),1,1
456,1/1/2024 2:30,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,1,1,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,3801,W,BELMONT AVE,2523,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,8,5,12,41.93904479,-87.72235158,POINT (-87.722351577503 41.939044790485),0,0
457,1/1/2024 2:20,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,431,S,WABASH AVE,113,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,5,12,41.87621656,-87.62589221,POINT (-87.625892207839 41.876216563367),0,0
458,1/1/2024 2:17,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,2398,W,CERMAK RD,1234,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,19,3,12,41.85214207,-87.68551826,POINT (-87.685518262432 41.85214207358),1,1
459,1/1/2024 2:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,10717,S,ALBANY AVE,2211,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,3,12,41.69836838,-87.69856646,POINT (-87.698566462625 41.698368379908),1,1
460,1/1/2024 2:06,30,UNKNOWN,UNKNOWN,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,SNOW OR SLUSH,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,7315,S,COTTAGE GROVE AVE,323,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,3,12,41.76174405,-87.6053309,POINT (-87.605330902865 41.761744047923),3,3
461,1/1/2024 2:05,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,OTHER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",DISREGARDING OTHER TRAFFIC SIGNS,DISREGARDING TRAFFIC SIGNALS,4000,W,FULLERTON AVE,2524,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,14,4,12,41.92459302,-87.72681927,POINT (-87.726819268403 41.924593021753),1,1
462,1/1/2024 2:04,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500","EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",EXCEEDING SAFE SPEED FOR CONDITIONS,9324,S,AVALON AVE,413,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,4,12,41.72510605,-87.59379768,POINT (-87.593797682024 41.725106045498),0,0
463,1/1/2024 2:03,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,1471,W,WEBSTER AVE,1811,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,19,3,12,41.92149262,-87.6659985,POINT (-87.665998498257 41.921492621986),1,1
464,1/1/2024 2:02,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",IMPROPER BACKING,NOT APPLICABLE,8029,S,TALMAN AVE,835,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,4,12,41.74732547,-87.68874285,POINT (-87.688742848057 41.747325471851),0,0
465,1/1/2024 2:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,1300,N,MILWAUKEE AVE,1424,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,3,12,41.90520009,-87.66957875,POINT (-87.669578754052 41.905200085348),0,0
466,1/1/2024 2:00,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,3,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,155,W,MONROE ST,122,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,3,12,41.88056597,-87.63250989,POINT (-87.632509887483 41.880565967624),1,1
467,1/1/2024 2:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,OTHER,0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,4300,S,KEDZIE AVE,821,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,3,12,41.81535204,-87.70440626,POINT (-87.704406262956 41.815352037319),4,1
468,1/1/2024 2:00,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,1,STRAIGHT AND LEVEL,ICE,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,3200,N,RAVENSWOOD AVE,1922,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,3,12,41.93967156,-87.67404127,POINT (-87.674041271248 41.939671556279),4,1
469,1/1/2024 2:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,1700,N,HUMBOLDT BLVD,1421,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,12,41.91222465,-87.70207672,POINT (-87.702076718088 41.912224651782),0,0
470,1/1/2024 2:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,$500 OR LESS,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,1700,W,PRATT BLVD,2424,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,5,12,42.00544155,-87.67314824,POINT (-87.673148239354 42.005441550942),1,1
471,1/1/2024 2:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,11042,S,LONGWOOD DR,2212,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,4,12,41.69317448,-87.67168418,POINT (-87.671684177412 41.693174480318),0,0
472,1/1/2024 2:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",NOT APPLICABLE,NOT APPLICABLE,6241,S,ARCHER AVE,811,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,4,12,41.79349833,-87.77606022,POINT (-87.776060219656 41.793498334177),0,0
473,1/1/2024 1:52,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",IMPROPER BACKING,UNABLE TO DETERMINE,12,W,PEARSON ST,1832,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,19,5,12,41.89762138,-87.62869273,POINT (-87.628692733697 41.897621381396),0,0
474,1/1/2024 1:51,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,T-INTERSECTION,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,601,S,INDEPENDENCE BLVD,1133,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,5,12,41.87347922,-87.7196089,POINT (-87.719608895659 41.873479220546),1,1
475,1/1/2024 1:50,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,$500 OR LESS,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,2102,N,CICERO AVE,2522,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,3,12,41.91885898,-87.74631809,POINT (-87.746318085995 41.918858974542),0,0
476,1/1/2024 1:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,RAMP,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3900,N,LAKE SHORE DR,1925,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,12,41.95314076,-87.64516294,POINT (-87.64516294183 41.953140763347),0,0
477,1/1/2024 1:47,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,1199,W,SHERIDAN RD,2433,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,1,12,41.99807988,-87.66050356,POINT (-87.660503563674 41.99807987571),1,1
478,1/1/2024 1:45,30,UNKNOWN,UNKNOWN,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,2101,N,LEAMINGTON AVE,2522,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,3,12,41.9187408,-87.75461701,POINT (-87.754617007389 41.918740802075),3,3
479,1/1/2024 1:38,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1460,N,HALSTED ST,1822,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,4,12,41.90816932,-87.64834802,POINT (-87.648348020104 41.908169320053),0,0
480,1/1/2024 1:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1,W,GRAND AVE,1831,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,12,41.89155904,-87.62813938,POINT (-87.628139375465 41.891559042321),1,1
481,1/1/2024 1:30,30,LANE USE MARKING,FUNCTIONING PROPERLY,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,8629,S,COTTAGE GROVE AVE,632,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,16,4,12,41.73758694,-87.60470322,POINT (-87.604703218412 41.737586934505),8,1
482,1/1/2024 1:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,501,E,79TH ST,624,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,4,12,41.75104995,-87.61243839,POINT (-87.612438388413 41.751049951264),0,0
483,1/1/2024 1:30,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAR END,UNKNOWN,1,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1700,N,OAK PARK AVE,2513,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,12,41.91092792,-87.79499539,POINT (-87.79499538644 41.910927918485),3,3
484,1/1/2024 1:23,25,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",IMPROPER LANE USAGE,IMPROPER LANE USAGE,500,S,MICHIGAN AVE,123,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,3,12,41.87565854,-87.62440494,POINT (-87.624404940923 41.87565854302),1,0
485,1/1/2024 1:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,FIXED OBJECT,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,4912,N,CLARK ST,2032,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,3,12,41.97207766,-87.66800615,POINT (-87.668006149184 41.972077655999),0,0
486,1/1/2024 1:14,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,145,E,CHESTNUT ST,1833,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,4,12,41.89827476,-87.62417452,POINT (-87.624174516367 41.89827475861),0,0
487,1/1/2024 1:10,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",NOT APPLICABLE,NOT APPLICABLE,1000,W,GRAND AVE,1214,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,7,12,41.89124229,-87.65235587,POINT (-87.652355873963 41.89124228961),0,0
488,1/1/2024 1:08,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5500,S,LAKE PARK AVE,235,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,12,41.79510594,-87.58770941,POINT (-87.587709412142 41.795105937194),1,4
489,1/1/2024 1:08,0,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,1,1,"OVER $1,500",IMPROPER LANE USAGE,UNABLE TO DETERMINE,11630,S,MARSHFIELD AVE,2234,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,3,12,41.68209283,-87.66272558,POINT (-87.662725583631 41.682092825433),0,0
490,1/1/2024 1:05,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,0,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING STOP SIGN,6800,S,KOSTNER AVE,833,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,8,6,12,41.76934126,-87.73242167,POINT (-87.732421669565 41.769341261351),4,1
491,1/1/2024 1:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,269,W,FULLERTON DR,1814,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,4,12,41.9255637,-87.63593692,POINT (-87.635936917734 41.925563703603),1,1
492,1/1/2024 1:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,4800,W,MADISON ST,1533,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,12,41.88060622,-87.74540229,POINT (-87.745402285926 41.880606224313),1,1
493,1/1/2024 1:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT DIVIDED,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"$501 - $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO YIELD RIGHT-OF-WAY,6258,S,ASHLAND AVE,714,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,1,4,12,41.77955418,-87.66436946,POINT (-87.664369462516 41.77955417888),1,1
494,1/1/2024 1:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,1,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1400,N,LA SALLE DR,1821,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,20,6,12,41.90777334,-87.63319495,POINT (-87.633194947891 41.907773343231),1,1
495,1/1/2024 0:54,35,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,950,W,BARRY AVE,1933,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,3,12,41.93820585,-87.65367738,POINT (-87.653677384115 41.938205849486),0,0
496,1/1/2024 0:46,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,6700,S,KEDZIE AVE,831,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,4,12,41.77164589,-87.7031137,POINT (-87.70311369808 41.771645892985),4,1
497,1/1/2024 0:45,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,UNKNOWN,DARKNESS,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,10000,S,LONGWOOD DR,2213,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,3,12,41.71195782,-87.66905362,POINT (-87.669053616617 41.711957822106),4,1
498,1/1/2024 0:30,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,HEAD ON,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2700,S,WESTERN AVE,1034,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,4,12,41.84330771,-87.68550216,POINT (-87.685502164358 41.843307707459),0,0
499,1/1/2024 0:30,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,426,W,ELM ST,1823,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,6,12,41.90282167,-87.63954156,POINT (-87.639541555203 41.902821668292),0,0
500,1/1/2024 0:28,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3634,W,DIVISION ST,2535,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,8,3,12,41.90285537,-87.71772227,POINT (-87.717722272506 41.902855366737),1,1
501,1/1/2024 0:28,45,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,6000,S,LAKE SHORE DR,331,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,20,3,12,41.78600962,-87.5776347,POINT (-87.577634700088 41.786009621225),0,0
502,1/1/2024 0:06,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,8,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,1550,N,LAKE SHORE DR SB,1814,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,3,12,41.91103585,-87.62615129,POINT (-87.626151294123 41.91103584996),0,0
503,1/1/2024 0:01,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,SNOW OR SLUSH,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",WEATHER,UNABLE TO DETERMINE,9300,S,DR MARTIN LUTHER KING JR DR,633,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,12,41.72544994,-87.61438122,POINT (-87.614381220771 41.725449939459),4,1
504,1/1/2024 0:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,5599,W,DIVERSEY AVE,2514,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,12,41.93116861,-87.76618158,POINT (-87.766181581694 41.931168607003),0,0
505,1/1/2024 0:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,7455,S,CICERO AVE,833,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,3,12,41.75738052,-87.74148529,POINT (-87.741485291316 41.757380517133),1,1
